NAME,RACE,AGE,SEX,CRIME,METHOD,DAY,MONTH,YEAR,STATE
JOHNSON GEORGE,Black,,M,Attempted Rape,Electrocution,11,7,1919,SC
JOHNSON GOVE,White,36,M,Robbery - Murder,Hanging,22,6,1883,AR
JOHNSON GREEN,White,,M,Murder,Hanging,25,8,1865,KY
JOHNSON GREEN,Black,,M,Murder,Hanging,23,12,1878,TX
JOHNSON GRIFFIN,Black,46,M,Murder,Electrocution,5,1,1915,NJ
JOHNSON GROVER,White,,M,Robbery - Murder,Hanging,28,11,1919,LA
JOHNSON GUS,White,,M,Murder,Hanging,15,3,1878,GA
JOHNSON H. T.,Black,22,M,Murder,Electrocution,31,12,1943,GA
JOHNSON HARRY,Black,,M,Robbery - Murder,Hanging,26,7,1910,PA
JOHNSON HAYWOOD,Black,37,M,Murder,Hanging,16,10,1931,LA
JOHNSON HAZEL,Black,23,M,Murder,Electrocution,11,12,1931,IL
JOHNSON HENRY,Black,,M,Robbery - Murder,Electrocution,24,6,1931,FL
JOHNSON HENRY,Black,,M,Murder,Hanging,18,11,1897,MO
JOHNSON HENRY,Black,,M,Rape,Hanging,30,5,1903,TX
JOHNSON HENRY,unknown,,M,Murder,Hanging,7,8,1894,PA
JOHNSON HENRY,Black,,M,Murder,Hanging,23,9,1904,LA
JOHNSON HENRY,White,25,M,Robbery - Murder,Hanging,8,6,1891,TX
JOHNSON HENRY,Black,,M,Rape,Hanging,8,8,1908,TN
JOHNSON HENRY,Black,40,M,Rape - Murder,Hanging,14,11,1885,TX
JOHNSON HERBERT,Black,19,M,Murder,Electrocution,23,7,1931,NY
JOHNSON HERBERT,White,33,M,Robbery - Murder,Electrocution,12,2,1932,IN
JOHNSON HERMAN,Black,22,M,Robbery - Murder,Electrocution,28,3,1939,TN
JOHNSON HORACE,Black,29,M,Murder,Electrocution,7,10,1952,GA
JOHNSON ISAAC,Black,18,M,Robbery - Murder,Hanging,12,3,1869,AL
JOHNSON ISAAC,Black,,M,Murder,Hanging,19,11,1884,MS
JOHNSON ISAAC,Black,,M,Rape,Hanging,26,10,1906,SC
JOHNSON ISRAEL,Black,,M,Murder,Hanging,30,3,1894,AL
JOHNSON JACK,Black,,M,Murder,Electrocution,19,11,1934,TX
JOHNSON JACOB,Black,,M,Murder,Hanging,5,5,1897,NJ
JOHNSON JACOB,Black,,M,Murder,Hanging,24,4,1901,MS
JOHNSON JAKE,Black,36,M,Rape,Gas,19,3,1936,NC
JOHNSON JAMES,Black,26,M,Murder,Electrocution,16,3,1934,NC
JOHNSON JAMES,White,18,M,Robbery - Murder,Hanging,22,6,1883,AR
JOHNSON JAMES,White,30,M,Murder,Electrocution,10,11,1954,MS
JOHNSON JAMES,White,,M,Murder,Hanging,28,5,1841,NC
JOHNSON JAMES,White,,M,Murder,Hanging,13,5,1859,VA
JOHNSON JAMES,White,25,M,Murder,Hanging,14,3,1879,OR
JOHNSON JAMES,White,,M,Robbery,Hanging,,10,1749,PA
JOHNSON JAMES,Black,,M,Murder,Electrocution,13,11,1926,GA
JOHNSON JAMES,unknown,,M,Murder,Hanging,,2,1745,NY
JOHNSON JAMES R.,White,52,M,Murder,Injection,9,1,2002,MO
JOHNSON JESSE,Black,24,M,Murder,Hanging,12,9,1902,MO
JOHNSON JIMMY,Black,25,M,Rape,Hanging,26,7,1929,LA
JOHNSON JOE HENRY,Black,19,M,Rape - Murder,Electrocution,24,11,1961,AL
JOHNSON JOHN,Black,,M,Robbery - Murder,Hanging,14,7,1904,PA
JOHNSON JOHN,Black,,M,Robbery - Murder,Electrocution,23,3,1917,SC
JOHNSON JOHN,Black,,M,Murder,Hanging,21,8,1895,KY
JOHNSON JOHN,White,,M,Murder,Hanging,19,6,1857,IL
JOHNSON JOHN,White,39,M,Murder,Electrocution,24,6,1907,NY
JOHNSON JOHN,Black,25,M,Murder,Hanging,30,7,1897,AL
JOHNSON JOHN,Black,39,M,Murder,Electrocution,14,11,1893,NY
JOHNSON JOHN,White,45,M,Robbery - Murder,Hanging,2,4,1824,NY
JOHNSON JOHN,White,,M,Robbery - Murder,Hanging,13,4,1750,NJ
JOHNSON JOHN,Black,17,M,Rape,Hanging,21,12,1888,TX
JOHNSON JOHN,Black,,M,Robbery - Murder,Hanging,20,6,1902,MD
JOHNSON JOHN,Black,15,M,Murder,Hanging,16,1,1891,AL
JOHNSON JOHN,Black,,M,Murder,Hanging,20,1,1905,IL
JOHNSON JOSEPH,White,,M,Murder,Hanging,13,9,1905,CO
JOHNSON JOSEPH JR,Black,27,M,Robbery - Murder,Electrocution,30,7,1964,TX
JOHNSON L. C.,Black,19,M,Murder,Electrocution,9,3,1945,GA
JOHNSON LARKIN,Black,,M,Murder,Hanging,9,9,1904,AL
JOHNSON LARRY JOE,White,48,M,Robbery - Murder,Electrocution,5,5,1993,FL
JOHNSON LEONIDAS,Black,,M,Rape,Hanging,23,5,1884,GA
JOHNSON LEWIS,Black,50,M,Murder,Hanging,12,3,1915,AL
JOHNSON LOUIS,Black,20,M,Rape,Hanging,30,1,1912,TX
JOHNSON MAJOR,White,44,M,Murder,Electrocution,9,2,1932,GA
JOHNSON MALCOLM RENT,Black,41,M,Rape - Murder,Injection,6,1,2000,OK
JOHNSON MARVIN,White,21,M,Murder,Electrocution,9,4,1952,TX
JOHNSON MARY,White,,F,Witchcraft,Hanging,,,1649,CT
JOHNSON MATTHEW,Black,33,M,Murder,Electrocution,26,2,1894,NY
JOHNSON MELVILLE,Black,,M,Murder,Hanging,24,4,1891,LA
JOHNSON MELVIN,Black,,M,Murder,Electrocution,8,2,1924,TX
JOHNSON MELVIN,Black,26,M,Rape,Electrocution,4,9,1928,FL
JOHNSON MERLE,White,26,M,Murder,Electrocution,20,10,1931,IL
JOHNSON MERRICK,Black,,M,Murder,Hanging,4,8,1882,FL
JOHNSON MICAJAH,White,,M,Other,Hanging,,,1806,NC
JOHNSON MILDRED,Black,,F,Murder,Electrocution,19,5,1944,MS
JOHNSON MILES,Black,,M,Rape,Hanging,6,2,1903,GA
JOHNSON MONROE,Black,,M,Housebreaking - Burglary ,Hanging,8,2,1897,NC
JOHNSON MOSE,Native Amer.,33,M,Murder,Electrocution,1,11,1946,OK
JOHNSON MOSES,Black,,M,Murder,Hanging,19,12,1845,VA
JOHNSON MOSES,Black,28,M,Murder,Electrocution,18,6,1904,OH
JOHNSON N. A.,White,,M,Robbery - Murder,Hanging,18,5,1860,IA
JOHNSON NATHANIEL,Black,25,M,Rape,Electrocution,1,7,1960,GA
JOHNSON ORION,Black,19,M,Murder,Electrocution,28,9,1954,FL
JOHNSON OSCAR,Black,,M,Murder,Hanging,1,9,1893,SC
JOHNSON PAUL,White,,M,Robbery - Murder,Electrocution,24,6,1930,SC
JOHNSON PETER,Black,,M,Rape,Hanging,25,11,1819,MA
JOHNSON PETER,unknown,,M,Murder,Hanging,3,8,1810,MO
JOHNSON PETER,White,,M,Murder,Hanging,,6,1856,NC
JOHNSON RICHARD,Black,35,M,Murder - Rape - Robbery,Electrocution,10,8,1932,TX
JOHNSON RICHARD,Black,23,M,Murder,Hanging,8,8,1885,LA
JOHNSON RICHARD,White,27,M,Murder,Hanging,7,5,1829,NY
JOHNSON RICHARD CHARLES,White,39,M,Murder,Injection,3,5,2002,SC
JOHNSON RIP,Black,,M,Murder,Hanging,14,5,1903,TX
JOHNSON ROBERT,Black,,M,Rape,Hanging,5,7,1918,IA
JOHNSON ROBERT,Black,,M,Murder,Hanging,20,7,1906,TX
JOHNSON ROBERT,Black,30,M,Attempted Rape,Electrocution,31,5,1960,SC
JOHNSON ROBERT,White,31,M,Murder,Electrocution,12,3,1952,TX
JOHNSON ROMAINE,Black,32,M,Murder - Rape - Robbery,Electrocution,30,12,1935,NJ
JOHNSON RUEBEN,Black,,M,Murder,Hanging,2,12,1904,NC
JOHNSON RUFUS,Black,20,M,Murder,Electrocution,26,10,1936,FL
JOHNSON RUFUS,Black,31,M,Murder - Rape - Robbery,Hanging,24,3,1906,NJ
JOHNSON RUSH,Black,30,M,Murder,Hanging,12,2,1885,AR
JOHNSON S. L.,White,,M,Murder,Hanging,6,9,1915,MS
JOHNSON SAMUEL,Black,42,M,Murder,Electrocution,6,9,1962,FL
JOHNSON SAMUEL,Black,,M,Rape - Murder,Hanging,24,5,1878,FL
JOHNSON SAMUEL,Black,,M,Attempted Rape,Electrocution,10,1,1919,SC
JOHNSON SAMUEL,Black,22,M,Rape,Hanging,8,12,1899,MD
JOHNSON SIM,Black,18,M,Rape,Hanging,19,6,1891,WV
JOHNSON SOL,Black,,M,Robbery - Murder,Hanging,20,7,1923,TX
JOHNSON STEVE,Black,,M,Murder,Hanging,31,5,1912,FL
JOHNSON SYLVANUS,Black,,M,Rape,Hanging,13,9,1897,FL
JOHNSON THOMAS,unknown,,M,Piracy,Hanging,17,1,1689,MA
JOHNSON THOMAS,Black,16,M,Murder,Electrocution,2,2,1923,SC
JOHNSON THOMAS,White,,M,Robbery - Murder,Hanging,31,3,1899,AL
JOHNSON THOMAS,Black,39,M,Robbery - Murder,Hanging,19,5,1911,NE
JOHNSON THOMAS,Black,,M,Robbery - Murder,Hanging,13,12,1907,VA
JOHNSON THOMAS,Black,,M,Rape - Murder,Electrocution,21,7,1933,NM
JOHNSON THURMOND,Black,26,M,Murder,Electrocution,24,3,1961,GA
JOHNSON TOM,Black,42,M,Murder,Electrocution,14,1,1955,LA
JOHNSON TOM,Black,,M,Rape,Electrocution,3,12,1920,NC
JOHNSON TOM,Black,48,M,Murder,Electrocution,24,9,1926,GA
JOHNSON TOM,Black,,M,Robbery - Murder,Electrocution,16,11,1934,NC
JOHNSON VICTOR,Black,,M,Rape,Hanging,21,1,1902,MS
JOHNSON VINCENT ALLEN,Black,42,M,Conspiracy  to Murder,Injection,29,5,2001,OK
JOHNSON WALTER,White,28,M,Robbery - Murder,Hanging,5,2,1909,OR
JOHNSON WALTER,Black,19,M,Rape,Gas,19,8,1955,MS
JOHNSON WALTER,Black,,M,Rape,Hanging,23,5,1891,VA
JOHNSON WESLEY,White,24,M,Robbery - Murder,Hanging,29,5,1884,OH
JOHNSON WILBERT,Black,,M,Rape - Robbery,Gas,22,11,1946,NC
JOHNSON WILBURN,Black,40,M,Murder,Gas,3,1,1941,MO
JOHNSON WILL,Black,,M,Rape,Hanging,14,6,1907,GA
JOHNSON WILL,Black,,M,Murder,Hanging,17,12,1915,GA
JOHNSON WILL,Black,,M,Murder,Hanging,16,6,1905,AL
JOHNSON WILL,Black,,M,Robbery - Murder,Hanging,11,12,1908,OK
JOHNSON WILLIAM,Black,25,M,Murder,Hanging,11,7,1890,LA
JOHNSON WILLIAM,Black,,M,Murder,Hanging,20,2,1908,PA
JOHNSON WILLIAM,Black,,M,Murder,Hanging,12,10,1883,AR
JOHNSON WILLIAM,Black,,M,Murder,Electrocution,13,12,1920,PA
JOHNSON WILLIAM,Black,,M,Murder,Hanging,19,3,1897,AR
JOHNSON WILLIAM,Black,28,M,Murder,Electrocution,10,11,1933,OK
JOHNSON WILLIAM,Black,,M,Murder,Hanging,22,10,1909,IL
JOHNSON WILLIE,Black,17,M,Rape,Hanging,16,6,1905,SC
JOHNSON WILLIE,Black,,M,Murder,Electrocution,3,2,1933,AL
JOHNSON WILLIE,Black,36,M,Murder,Electrocution,27,8,1944,TX
JOHNSON WILLIE,Black,57,M,Murder,Electrocution,10,3,1944,OH
JOHNSON WILLIE,Black,,M,Rape,Hanging,6,8,1926,LA
JOHNSTON ADAM,Black,,M,Arson - Murder,Hanging,16,3,1877,SC
JOHNSTON CALVIN,Black,,M,Robbery - Murder,Hanging,8,2,1911,GA
JOHNSTON CHARLES,Black,,M,Murder,Hanging,1,12,1893,GA
JOHNSTON DANIEL,White,,M,Murder,Hanging,,10,1752,NC
JOHNSTON DUDLEY,White,,M,Housebreaking - Burglary ,Hanging,26,2,1902,NC
JOHNSTON ELLIS,Black,,M,Attempted Rape,Electrocution,15,9,1916,SC
JOHNSTON FRANK,Black,,M,Accessory to Murder,Hanging,25,11,1808,MD
JOHNSTON HENRY,Black,,M,Murder,Hanging,25,11,1881,SC
JOHNSTON JOHN,unknown,,M,Murder,Hanging,,,1850,NJ
JOHNSTON JOSEPH,Black,,M,Murder,Hanging,17,8,1906,KY
JOHNSTON ROBERT,Black,,M,Murder,Hanging,27,6,1913,AL
JOHNSTON THOMAS,White,25,M,Murder,Gas,28,6,1957,CA
JOHNSTONE ABRAHAM,Black,,M,Murder,Hanging,8,7,1797,NJ
JOINER GEORGE,Black,,M,Murder,Hanging,11,12,1908,GA
JOINER JOHN,Black,25,M,Murder,Hanging,2,9,1904,DE
JOINER LONNIE,White,,M,Murder,Electrocution,28,5,1937,TX
JOINER ORIEN CECIL,White,50,M,Rape - Murder,Injection,12,7,2000,TX
JOLLEY LUCIUS,Black,23,M,Murder,Electrocution,20,6,1930,GA
JOLLY CHARLES,White,32,M,Rape - Murder,Hanging,27,1,1871,MO
JONAS (MARTIN),Black,,M,Murder,Hanging,4,6,1802,VA
JONATHAN (HARRISON),Black,,M,Housebreaking - Burglary ,Hanging,,8,1785,VA
JONATHAN (OWINGS),Black,,M,Murder,Hanging,26,1,1813,MD
JONES,Black,,M,unknown,Hanging,,,1819,GA
JONES A. T.,Black,,M,Murder,Electrocution,31,7,1942,AR
JONES ADAM,White,,M,Robbery - Murder,Hanging,1,9,1837,KY
JONES ALBERT,Black,,M,Murder,Electrocution,9,6,1926,AR
JONES ALBERT,Black,23,M,Robbery - Murder,Electrocution,23,4,1954,AL
JONES ALONZO,White,29,M,Murder,Electrocution,7,5,1947,LA
JONES ANDERSON,Black,,M,Robbery - Murder,Hanging,20,1,1882,GA
JONES ARMSTEAD,Black,16,M,Murder,Hanging,12,7,1890,SC
JONES ARTHUR,Black,16,M,Robbery - Murder,Electrocution,22,3,1946,KY
JONES ARTHUR,Black,47,M,Robbery - Murder,Electrocution,21,3,1986,AL
JONES ARTHUR,White,,M,Murder,Hanging,21,3,1913,AL
JONES BEN,Black,,M,Murder,Hanging,5,3,1909,LA
JONES BILL,White,,M,Robbery - Murder,Hanging,3,3,1882,MS
JONES BILL,Black,,M,Murder,Hanging,15,4,1904,AR
JONES BUCE,Black,,M,Murder,Hanging,3,2,1933,LA
JONES C. WALTER,White,,M,Murder,Hanging,4,4,1913,AL
JONES CHARLEY,Black,,M,Rape,Hanging,23,5,1903,TX
JONES CHARLIE,Black,,M,Murder,Electrocution,3,2,1933,AL
JONES CHARLOTTE,White,35,F,Robbery - Murder,Hanging,12,2,1858,PA
JONES CLARK,unknown,,M,Murder,Hanging,13,8,1869,TX
JONES CLAUDE HOWARD,White,60,M,Robbery - Murder,Injection,7,12,2000,TX
JONES CORNELIUS,White,21,M,Murder,Hanging,15,11,1817,PA
JONES D.L. JR.,White,61,M,Murder,Injection,1,2,2001,OK
JONES DANIEL,Black,,M,Murder,Hanging,15,3,1889,AR
JONES DAVID,White,,M,Desertion,Hanging,5,4,1864,NC
JONES DAVID,White,,M,Murder,Hanging,28,3,1838,TX
JONES DAVID,unknown,,M,Housebreaking - Burglary ,Hanging,5,5,1770,PA
JONES DAVID,Black,,M,Murder,Electrocution,18,2,1925,NC
JONES ED,Black,,M,Murder,Hanging,10,6,1911,GA
JONES EDMUND,White,,M,Aid Runaway Slave,Hanging,1,3,1771,SC
JONES EDWARD,Black,23,M,Robbery - Murder,Electrocution,10,7,1947,NY
JONES EDWARD,White,,M,Murder,Hanging,13,6,1774,SC
JONES EMSLEY,White,,M,Murder,Hanging,,,1807,IL
JONES EVERETT,White,33,M,Robbery - Murder,Electrocution,25,3,1938,OH
JONES FRANK,Black,,M,Robbery - Murder,Hanging,20,6,1902,MD
JONES FRED,White,,M,Murder,Electrocution,10,8,1949,TX
JONES FRED,Black,24,M,Murder,Electrocution,11,6,1926,NC
JONES FREDDIE,Black,19,M,Murder,Electrocution,25,4,1947,SC
JONES FREEMAN,Black,,M,Burglary - Attempted Rape,Hanging,8,2,1907,NC
JONES GEORGE,Black,,M,Rape,Hanging,25,8,1884,GA
JONES GEORGE,Black,,M,Murder,Hanging,3,4,1884,PA
JONES HARRY,Black,27,M,Murder,Hanging,7,5,1897,IN
JONES HARRY,Black,,M,Rape,Hanging,11,10,1902,GA
JONES HENRY,Black,23,M,Murder,Hanging,27,8,1883,NC
JONES HENRY,Black,50,M,Murder,Gas,10,4,1942,CA
JONES HENRY,Black,20,M,Rape,Electrocution,29,3,1929,VA
JONES HENRY,Black,21,M,Murder,Hanging,15,12,1903,PA
JONES HURLEY,Black,,M,Rape,Electrocution,3,11,1944,SC
JONES ISAAC,White,,M,Murder,Hanging,27,7,1821,MS
JONES ISHMAN,Black,,M,Murder,Electrocution,12,2,1926,AR
JONES J. C.,White,,M,Murder,Hanging,18,5,1883,GA
JONES JAMES,Black,27,M,Murder,Hanging,13,5,1887,TX
JONES JAMES,unknown,,M,Housebreaking - Burglary ,Hanging,23,5,1759,PA
JONES JAMES,unknown,,M,Housebreaking - Burglary ,Hanging,1,11,1783,PA
JONES JAMES,Black,,M,Murder - Burglary,Hanging,9,1,1901,PA
JONES JAMES,White,22,M,Murder,Hanging,13,8,1885,NY
JONES JAMES,Black,,M,Murder,Hanging,6,7,1878,TX
JONES JAMES,Black,,M,Murder,Electrocution,3,3,1933,SC
JONES JEFFERSON,Native Amer.,,M,Murder,Hanging,16,1,1890,AR
JONES JESSE,White,21,M,Murder,Hanging,6,12,1895,AR
JONES JESSIE,Black,20,M,Murder,Electrocution,2,4,1943,SC
JONES JIM,Black,,M,Murder,Hanging,11,6,1909,GA
JONES JIM (BEDFORD),Black,,M,Murder,Hanging,,11,1855,VA
JONES JIMMIE,Black,20,M,Rape - Murder,Gas,8,1,1960,CA
JONES JOE,Black,17,M,Robbery - Murder,Electrocution,19,11,1954,GA
JONES JOE (CORLING),Black,,M,Attempted Rape,Hanging,26,10,1855,VA
JONES JOHN,unknown,,M,Housebreaking - Burglary ,Hanging,6,6,1759,PA
JONES JOHN,unknown,,M,Murder,Hanging,28,11,1758,NC
JONES JOHN,Black,,M,Murder,Electrocution,14,2,1930,TN
JONES JOHN,White,,M,Murder,Hanging,11,6,1833,IN
JONES JOHN,unknown,,M,Murder,Hanging,19,5,1896,IL
JONES JOHN,White,,M,Housebreaking - Burglary ,Hanging,6,5,1780,PA
JONES JOHN JR,Black,17,M,Robbery - Murder,Electrocution,12,9,1949,GA
JONES JOHNNY,Black,23,M,Rape,Hanging,16,3,1934,MS
JONES JOHNNY,Black,35,M,Rape,Gas,15,7,1938,MO
JONES JOSEPH,unknown,,M,Murder,Hanging,20,12,1790,PA
JONES JOSHUA,Black,,M,Rape,Hanging,4,2,1870,DE
JONES JOSHUA,White,,M,Murder,Hanging,31,5,1839,PA
JONES LEM,Black,19,M,Murder,Electrocution,10,6,1915,VA
JONES LEO ALEXANDER,Black,47,M,Murder,Electrocution,24,3,1998,FL
JONES LEONARD,Black,30,M,Murder,Hanging,20,6,1930,LA
JONES LEWIS,unknown,30,M,Murder,Hanging,11,1,1907,DE
JONES LOUIS,Black,,M,Robbery - Murder,Electrocution,2,6,1947,TX
JONES LUKE,White,23,M,Murder,Hanging,29,2,1884,OH
JONES LUTHER,White,33,M,Robbery - Murder,Gas,26,1,1937,NV
JONES MARGARET,White,,F,Witchcraft,Hanging,15,6,1648,MA
JONES MATILDA,Black,,F,Robbery - Murder,Hanging,31,7,1885,LA
JONES MICHAEL,White,,M,Murder,Hanging,1,8,1834,KY
JONES MILTON,White,21,M,Murder,Hanging,11,10,1850,IL
JONES ORLEANDER,Black,19,M,Murder,Electrocution,4,10,1963,GA
JONES OSCAR,Black,50,M,Murder,Hanging,4,11,1892,KY
JONES OZZIE,Black,32,M,Rape,Electrocution,11,6,1954,GA
JONES PHILIP,White,,M,Treason,Hanging,27,8,1759,SC
JONES PHILLIP,Black,25,M,Rape - Murder,Electrocution,11,3,1935,VA
JONES PRYOR,Black,,M,Murder,Hanging,14,12,1878,TX
JONES R. L.,Black,,M,Murder,Hanging,25,10,1940,LA
JONES RALPH,Black,35,M,Robbery - Murder,Electrocution,15,1,1942,NY
JONES RAYMOND JAMES,White,49,M,Robbery - Murder,Injection,1,9,1999,TX
JONES REUBEN,Black,18,M,Robbery - Murder,Electrocution,20,7,1934,SC
JONES RICHARD WAYNE,White,40,M,Kidnapping - Murder - Robbery,Injection,22,8,2000,TX
JONES ROBERT,Black,32,M,Murder,Electrocution,20,6,1917,VA
JONES ROBERT,Black,22,M,Murder,Electrocution,28,6,1928,GA
JONES ROBERT,Black,43,M,Murder,Hanging,25,6,1879,NC
JONES ROBERT,Black,24,M,Murder,Electrocution,8,8,1941,AL
JONES ROBERT,Black,,M,Murder,Hanging,1,7,1937,MS
JONES ROBERT,Black,,M,Murder,Hanging,10,3,1878,AL
JONES ROY,Black,,M,Murder,Electrocution,29,4,1932,SC
JONES SAM,Black,45,M,Murder,Hanging,16,10,1912,TX
JONES SAM,Black,21,M,Robbery - Murder,Gas,16,7,1937,NC
JONES SAMUEL,Black,42,M,Murder,Electrocution,3,3,1947,PA
JONES SANDY,Black,22,M,Murder,Hanging,9,5,1890,AL
JONES SILAS,Black,,M,Murder,Hanging,10,7,1914,WV
JONES STEPHEN,Black,,M,Murder,Hanging,20,3,1885,CA
JONES STEPHEN,White,,M,Desertion,Hanging,22,4,1864,NC
JONES SYD,Black,,M,Murder,Hanging,25,6,1915,AL
JONES T.J.,Black,25,M,Robbery - Murder,Injection,8,8,2002,TX
JONES THOMAS,unknown,,M,Housebreaking - Burglary ,Hanging,5,5,1770,PA
JONES THOMAS,Black,,M,Murder,Hanging,11,6,1824,NY
JONES THOMAS,White,,M,Robbery,Hanging,24,10,1787,SC
JONES THOMAS,Black,25,M,Murder,Hanging,13,7,1906,VA
JONES THOMAS,White,,M,unknown,Hanging,16,3,1795,GA
JONES THOMAS,Black,,M,Murder,Hanging,31,8,1900,NC
JONES TOM,Black,24,M,Murder,Hanging,9,5,1879,GA
JONES TOM,Black,43,M,Murder,Hanging,6,11,1936,MS
JONES TOM,Black,,M,Robbery - Murder,Hanging,20,6,1908,TX
JONES TONY,Black,20,M,Murder,Hanging,9,9,1904,AL
JONES ULYSSES,Black,32,M,Murder,Electrocution,13,7,1951,VA
JONES UZELLE,Black,35,M,Murder,Gas,16,12,1949,NC
JONES VICTOR,Black,,M,Robbery - Murder,Hanging,21,12,1917,LA
JONES WALLACE,Black,,M,Murder,Hanging,5,3,1909,LA
JONES WALTER,White,23,M,Robbery - Murder,Hanging,1,12,1933,CO
JONES WALTER,White,24,M,Murder,Hanging,4,4,1913,AL
JONES WELDON JR,Black,18,M,Robbery - Murder,Hanging,1,8,1947,MD
JONES WESLEY,Black,,M,Rape,Hanging,11,8,1876,TX
JONES WILBUR,Black,18,M,Robbery - Murder,Electrocution,12,9,1949,GA
JONES WILL,Black,,M,Murder,Hanging,9,10,1903,VA
JONES WILL,Black,,M,Murder,Hanging,16,12,1904,AR
JONES WILL,Black,,M,Murder,Hanging,8,11,1901,FL
JONES WILL,Black,30,M,Rape - Murder,Hanging,30,8,1918,TX
JONES WILL,Black,,M,Robbery,Hanging,7,8,1903,AL
JONES WILLIAM,White,,M,Horse Stealing,Hanging,26,5,1769,VA
JONES WILLIAM,White,,M,Murder,Electrocution,26,4,1952,TX
JONES WILLIAM,Black,27,M,Murder,Electrocution,8,3,1909,NY
JONES WILLIAM,White,28,M,Piracy,Hanging,19,7,1723,RI
JONES WILLIAM,White,25,M,Murder,Hanging,29,2,1884,OH
JONES WILLIAM,Black,,M,Murder,Gas,22,6,1945,NC
JONES WILLIAM,White,,M,Desertion,Hanging,22,4,1864,NC
JONES WILLIAM,unknown,,M,Murder,Hanging,6,5,1791,NJ
JONES WILLIAM ROBERT JR.,White,37,M,Robbery - Murder,Injection,20,11,2002,MO
JONES WILLIE,Black,28,M,Robbery - Murder,Electrocution,19,4,1946,GA
JONES WILLIE,White,19,M,Robbery - Murder,Hanging,29,1,1926,GA
JONES WILLIE,Black,,M,Robbery - Murder,Electrocution,24,11,1941,PA
JONES WILLIE,Black,28,M,Murder,Hanging,9,3,1900,TX
JONES WILLIE,Black,24,M,Murder,Electrocution,30,10,1933,TN
JONES WILLIE,Black,38,M,Robbery - Murder,Gas,13,7,1956,MS
JONES WILLIE,Black,24,M,Murder,Electrocution,8,8,1932,GA
JONES WILLIE LEROY,Black,,M,unknown,Electrocution,15,9,1992,VA
JONES WILLIE R.,Black,29,M,Rape,Electrocution,2,2,1945,VA
JONGRASS FRANK,White,,M,Murder,Hanging,26,4,1898,PA
JONSON DEREK,White,,M,Murder,Hanging,9,7,1693,PA
JORDAN (OGBURN),Black,,M,Murder,Hanging,18,5,1860,VA
JORDAN (TAYLOR),Black,,M,Murder,Hanging,24,3,1820,VA
JORDAN BRUCE,White,25,M,Robbery - Murder,Electrocution,16,4,1944,TX
JORDAN CHESTER,White,33,M,Murder,Electrocution,24,9,1912,MA
JORDAN FRANK,White,30,M,Murder,Electrocution,16,10,1931,IL
JORDAN ISRAEL,Black,,M,Murder,Hanging,21,7,1921,TX
JORDAN JOHN,White,33,M,Robbery - Murder,Electrocution,17,8,1933,NY
JORDAN JOHN,White,,M,Robbery - Murder,Electrocution,9,12,1935,PA
JORDAN JOSEPH,White,,M,Aid Runaway Slave,Hanging,1,3,1771,SC
JORDAN JOSIAH,White,,M,Robbery - Murder,Hanging,,,1788,SC
JORDAN LEO,White,23,M,Murder,Electrocution,13,5,1942,IL
JORDAN RICHARD,Black,,M,Murder,Hanging,3,7,1889,MS
JORDAN ROBERT,Black,,M,Rape,Hanging,23,10,1891,VA
JORDAN SMITH,Black,27,M,Robbery - Murder,Gas,6,3,1956,CA
JORDAN THOMAS,unknown,,M,Murder,Hanging,11,5,1895,CO
JORDAN WILLIAM,Black,,M,Murder,Hanging,21,4,1891,VA
JORDEN RICHARD,White,26,M,Rape - Murder,Gas,22,11,1958,AZ
JORDON ROBERT,Black,,M,Murder,Electrocution,14,2,1947,SC
JOSE (REALD),Black,,M,Murder,Hanging,12,3,1838,LA
JOSEPH,Native Amer.,,M,Murder,Hanging,12,10,1709,MA
JOSEPH,Black,,M,Murder,Hanging,21,6,1799,NJ
JOSEPH (ARNOLD),Black,,M,unknown,Hanging,22,4,1786,VA
JOSEPH (HUFF),Black,,M,Rape,Hanging,22,11,1829,VA
JOSEPH CLARENCE JR,Black,,M,Murder,Electrocution,25,3,1949,LA
JOSEPH HENRY,Black,,M,Piracy,Hanging,2,12,1834,MA
JOSEPH JASON MATTHEW,Black,27,M,Robbery - Murder,Injection,19,10,1999,VA
JOSEPH MARTIN,Black,,M,Murder,Hanging,29,6,1883,AR
JOSEY CHARLIE,Black,20,M,Murder,Electrocution,23,8,1940,GA
JOSHLIN ED,Black,19,M,Rape,Electrocution,22,8,1927,TX
JOSHUA (COLLINS),Black,,M,Rape,Hanging,17,8,1827,WV
JOSHUA (SHINKER),Black,,M,Housebreaking - Burglary ,Hanging,16,6,1798,VA
JOSIAS,Native Amer.,,M,Murder,Hanging,12,10,1709,MA
JOUBERT JOHN,White,,M,unknown,Electrocution,17,7,1996,NV
JOVEN JOE,Asian - Pacific Is,32,M,Robbery - Murder,Hanging,8,1,1937,CA
JOYCE JAMES,White,,M,Murder,Hanging,17,1,1891,CO
JOYCE JOHN,Black,,M,Robbery - Murder,Hanging,11,3,1808,PA
JOYNER ELIJAH,Black,,M,Robbery - Murder,Hanging,10,11,1899,NC
JOYNER FLOYD JR.,Black,39,M,Murder,Electrocution,12,12,1951,VA
JU AH LOY,Asian - Pacific Is,,M,Murder,Hanging,30,10,1885,CA
JUANITA,Hispanic,,F,Murder,Hanging,,7,1851,CA
